Level,Salary
8.116262258099887,2051851.8808902358
19.063571821788408,30795005.094195608
14.907884894416696,14365753.88698005
12.374511199743695,7949452.729059761
3.964354168406294,297490.1041152615
3.96389588638785,238224.20271708796
2.1035886311957896,60829.16643185078
17.457346769723767,23454108.18101347
12.421185223120967,8141912.965947394
14.453378978124864,13062523.583242271
1.3911053916202465,48723.945207492165
19.428287191077892,32748433.422630075
16.816410175208013,20878090.00949687
5.034443102887247,512001.3775944899
4.4546743769349115,320612.40610371844
4.484685687215243,344292.3733525437
6.780602616231217,1196711.3454402434
10.97037220101252,5463431.69718781
9.206955354200199,3126813.9434034373
6.533353663762797,1101540.129411524
12.62520499972521,8593560.16680979
3.6503833523887947,251375.25695166038
6.550748322169145,1024285.0433016329
7.960875022580142,2065403.4436304655
9.665329700123683,3667636.546594016
15.918343266467259,17634898.818745192
4.793801861008835,373557.5418293901
10.770454329858621,5185188.571845398
12.255876808378806,7785447.0678164195
1.8825578416799567,-26922.641554629146
12.54335218612733,8386270.198495235
4.239958350058539,359882.427791412
2.235980266720311,54246.83906664392
19.02882520781333,30745044.321756657
19.347008628416628,32287823.589474805
16.35954961421276,19213576.498161323
6.787661614294043,1103450.7621796736
2.8557701661212933,225196.98697762657
14.00042750373098,11863898.99327631
9.362897381052425,3318627.512481143
3.3187264620507975,51551.357660207126
10.408361292114133,4664540.709129359
1.6533819011891495,-32799.864196883864
18.27708763949686,27089414.35478933
5.916819650400321,813680.2591204438
13.587923402725657,10688792.0267843
6.9225104456988085,1347343.191467397
10.881292402378406,5387749.658004892
11.387495307522313,6217685.515065462
4.512234654985013,350838.17531957664
19.422107927526614,32617138.09567808
15.727523643861176,17003867.375444543
18.850479889719594,29779612.146201696
18.001719658125328,25750177.99175232
12.360099597410617,8046529.725213935
18.51561046543922,28284837.58810278
2.6813575389864703,88492.67061590089
4.723674385963759,508908.18058436736
1.8593184893002233,50999.434814238986
7.181276284502022,1429285.012815114
8.384868504100158,2323884.551091216
6.155631603704022,978061.2847890677
16.746012673886657,20578558.856968295
7.778313207178196,1897110.594486028
6.337755684060235,953016.5380097727
11.31122558000672,6017002.820861734
3.6775602745204905,248230.79047847827
16.241742634326755,18725107.823828787
2.4164622299156457,52734.73657509064
19.75085179540983,34491667.9206447
15.67265061663649,16850986.46143749
4.775597949149276,446395.85107558995
1.1049202253484456,-7496.364345530848
16.49376714064185,19639931.50977585
14.430289533104725,12962436.250241034
14.851136192778759,14192459.887925781
15.65413658703297,16659993.68548579
2.4068483829477167,108555.70911065265
7.81084884234118,1889163.2465958237
3.2015121309774646,51336.16198921781
17.398965091636278,23178255.14019799
12.8426644097236,8971827.07891288
7.2870624722003345,1512515.340433896
2.207608655434449,156004.0687426109
6.908664112597582,1295153.0595187603
7.178483118508193,1404506.8850392078
14.862517388423218,14221410.007635318
13.11359195574905,9587686.890621336
17.857042108950203,25196189.76087642
9.972083578077036,4093123.638363697
3.272290672827732,205332.1990428944
14.551650957236905,13300928.803473001
15.454915923721051,16136717.764945967
11.664266753820428,6697583.709501479
15.648376419136659,16654840.572196638
10.382116330923424,4723851.598597752
10.931923758257888,5442428.669342696
9.123279348812442,3029976.921737264
1.4829634081378087,117050.9099907318
3.049937112872785,225615.94600477704
1.5971545280479509,36023.46970079324
13.091797814011828,9530183.941251006
6.972763640450207,1312190.033646989
10.662843132129353,5052892.184446582
18.243763004595767,26977991.19354025
5.736552353828624,749617.810456939
8.797275537676965,2744495.9881843645
15.355471632317926,15809450.99337978
5.347165144340827,566102.439673557
2.462618286747067,127323.25502223082
6.505277605361592,1049403.9463813927
4.0632044578260835,280741.7365767027
18.66425539450889,28882876.57400371
16.35428721172392,19149093.390251625
13.034671373698046,9406465.472521802
17.557751213566636,23957725.796918225
16.269769461083175,18808461.03071775
4.544831118834681,320846.0084854422
17.95862097130958,25734023.367935482
11.247502596397364,5982642.193021218
16.341362948117187,18985502.98005563
18.025734698546373,25898633.301251408
7.042066024465414,1271678.8901060366
3.090986566025858,78204.17447769418
5.330768088296892,419416.7887265527
9.11504798389887,3056170.5431927205
16.54228055252737,19789137.801539913
17.353881081870526,23040955.621947132
1.1320904800926233,-55418.29567329758
10.704198748973749,5082741.656291235
8.930809059826801,2851643.900939853
5.220048398943875,615915.2588700971
3.277441979339973,216016.87004518634
7.414688256668931,1640185.6020821342
18.915284374337865,30095979.263893783
7.14085570839435,1522219.0015381558
10.857021813123955,5232412.850885931
14.35736021900838,12684622.923766945
7.908962445206585,1956054.1900879461
19.463859571698254,33019136.578717027
19.286498603900114,31974750.40647839
5.7838636206819185,730356.9211543057
10.447721611955323,4633576.841563595
6.716687886518623,1222510.1613026212
6.411969393171884,1064745.4338346103
1.700851999736123,80366.50246419659
12.58172234561804,8404810.493594754
10.550901441348369,4818045.443853448
1.9780962737497978,-13567.485648838185
6.294282820495617,964440.5200983536
18.257051833366422,26921049.147431627
5.551675922672476,593370.1337841284
3.7530025697332388,186690.93859148052
10.299602445273697,4474550.913935417
19.727358628101413,34281248.12332238
5.599050158718508,692734.6528869913
13.770575400711692,11198009.474079484
15.470772691245633,16091823.258254588
5.5151133358555935,648357.8826740932
14.836110623625332,14082079.608761448
7.987879521665811,2027607.6464294125
13.01381078127801,9385680.733028121
13.037064504457,9355605.641446441
11.17971899742041,5871891.180745191
2.715505631033758,49026.1302728141
16.87074741619552,21104111.83322085
7.094821234462981,1452669.2959062613
4.54385169759723,403915.50515777565
1.7747276895405144,45111.529277496506
12.226965920576594,7694276.9627596885
13.873722875003367,11505908.870802732
1.315168749629267,63807.817327178884
10.729768107686338,5085919.325628186
5.303419728760821,527669.6123094702
13.258283017779547,9837587.981885567
4.312962151094837,315011.6470309752
14.127817023946854,12123780.358620053
8.347971579710212,2379778.6544688204
18.797869785997957,29553637.683419272
3.6128979387738718,254258.3729743634
7.4802606699549115,1610851.7488647732
3.155996903571192,189237.26564968927
18.569178747292693,28407457.83202773
17.66944771423864,24405287.44641048
5.900890926587957,713602.911009576
13.539696874649401,10628782.725547915
16.527221803823103,19690769.076716546
11.548815420389785,6434230.166823123
11.063360988764122,5655806.930859086
5.595193527108582,641954.0661620654
2.768952588312085,44690.67527618355
18.047099401113208,26064847.911268096
18.10794308610328,26291049.568101738
13.028927688192091,9387848.806619685
7.441566029925313,1621273.3918463122
7.634981917640557,1886695.58126085
14.793157898534549,14061909.614723228
18.045094939098966,26071687.03723879
17.85464206103723,25191207.531812917
15.817635371294854,17268153.407169126
13.198601276931468,9681901.700629214
2.598659334905928,50718.52530264212
4.070945567797661,236559.19071125938
18.072529582014507,26042951.40053117
12.52215213353221,8253778.372590807
1.1747439807159634,-72253.91413659169
2.92795931445461,108553.42044625104
13.60653361305306,10822896.789197568
1.096170093078155,80390.491181619
4.0553529769324745,278518.5587832036
11.425941997965136,6186389.13533626
14.146008756161171,12080220.443543784
13.38726393054941,10159397.720304966
